,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Party Affiliation,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
287,PATRICK NELSON,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,9.1199999,No,Dem,H,NY,21.0,DEM,CHALLENGER,72216.49,72121.93,94.56,3100.0,12/31/2018,2 ST. JOHNS PL.,P.O. BOX 781,STILLWATER,NY,12170.0,28084.4,39948.53,68032.93,329.76,50.0,518.8,68931.49,0.0,3100.0,0.0,3100.0,0.0,0,0,185.0,70461.93,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,521.0,1139.0,68410.49,70461.93,0.0,0.0,01/01/2017
288,ANTHONY BRINDISI,NY,U.S. House New York District 22,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,Dem,H,NY,22.0,DEM,CHALLENGER,4641923.14,4637060.53,4862.61,27500.0,12/31/2018,PO BOX 165,,UTICA,NY,13503.0,2548105.35,1008545.05,3556650.4,777632.35,10000.0,0.0,4344282.75,297023.91,0.0,0.0,0.0,616.48,0,0,0.0,4601138.51,0.0,0.0,0.0,0.0,0.0,0.0,25839.01,0.0,2583.01,28422.02,7500.0,4315860.73,4600522.03,0.0,0.0,06/28/2017
289,IAN GOLDEN,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,13.44,No,Dem,H,NY,23.0,DEM,CHALLENGER,120649.3,119774.59,-24440.88,0.0,12/31/2018,PO BOX 74,,ITHACA,NY,14851.0,58712.15,56813.15,115525.3,252.39,0.0,3702.47,119480.16,0.0,0.0,0.0,0.0,1169.14,0,0,0.0,116844.59,0.0,0.0,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,2780.0,150.0,116700.16,115675.45,0.0,0.0,07/01/2017
290,LINDA ANDREI,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,15.33,No,Dem,H,NY,23.0,DEM,CHALLENGER,283984.38,283974.38,0.0,0.0,09/30/2018,955 TAUGHANNOCK BLVD,,ITHACA,NY,14850.0,89805.0,23024.96,112829.96,1100.0,0.0,10.0,113939.96,0.0,170000.0,0.0,170000.0,44.42,0,0,0.0,267705.49,0.0,0.0,0.0,3148.89,0.0,3148.89,13120.0,0.0,0.0,13120.0,0.0,100819.96,267661.07,0.0,0.0,12/14/2017
291,MAX DELLA PIA,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,32.400002,No,Dem,H,NY,23.0,DEM,CHALLENGER,191000.8,191096.55,0.0,0.0,09/30/2018,11 LARCHMONT RD,,OWEGO,NY,13827.0,94777.94,64751.2,159529.14,125.0,0.0,50.0,159704.14,0.0,25000.0,0.0,25000.0,6296.66,0,0,0.0,162783.24,0.0,0.0,6000.0,22157.31,0.0,22157.31,100.0,0.0,0.0,100.0,56.0,159604.14,156486.58,0.0,0.0,07/01/2017
292,TRACY MITRANO,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Advanced,None,On the Ballot,32.299999,Yes,Dem,H,NY,23.0,DEM,CHALLENGER,1775877.64,1756495.37,19382.27,0.0,12/31/2018,2350 LERCH RD,,PENN YAN,NY,14527.0,1207381.65,511101.23,1718482.88,43105.04,0.0,0.0,1761587.92,884.88,0.0,12500.0,12500.0,904.84,0,0,0.0,1737437.68,0.0,0.0,0.0,0.0,12500.0,12500.0,6557.69,0.0,0.0,6557.69,0.0,1755030.23,1736532.84,0.0,0.0,07/01/2017
293,DANA BALTER,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Advanced,None,On the Ballot,62.380001,Yes,Dem,H,NY,24.0,DEM,CHALLENGER,2735634.41,2711648.99,23985.42,0.0,12/31/2018,2200 S. SALINA ST. #701,,SYRACUSE,NY,13205.0,1734995.34,612961.04,2347956.38,213920.92,0.0,0.0,2561877.3,170757.11,0.0,0.0,0.0,3000.0,0,0,0.0,2400532.3,0.0,0.0,0.0,0.0,0.0,0.0,21016.69,0.0,400.0,21416.69,289700.0,2540460.61,2397532.3,0.0,0.0,07/01/2017
294,JUANITA PEREZ WILLIAMS,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Lost,None,None,37.23,No,Dem,H,NY,24.0,DEM,CHALLENGER,181806.44,181806.44,0.0,0.0,08/14/2018,PO BOX 201,,SYRACUSE,NY,13201.0,59332.56,11829.17,71161.73,65000.0,0.0,2014.2,138175.93,10800.0,30000.0,0.0,30000.0,2830.51,0,0,0.0,160563.12,0.0,0.0,0.0,7543.32,0.0,7543.32,6700.0,0.0,7000.0,13700.0,0.0,124475.93,157732.61,0.0,0.0,04/01/2018
295,ADAM MCFADDEN,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,17.450001,No,Dem,H,NY,25.0,DEM,OPEN,0.0,0.0,0.0,0.0,,260 MARLBOROUGH ROAD,,ROCHESTER,NY,14619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
296,JOSEPH MORELLE,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Advanced,None,On the Ballot,45.290001,Yes,Dem,H,NY,25.0,DEM,OPEN,1896368.05,1837132.63,59235.42,169609.89,12/31/2018,P.O. BOX 90914,,ROCHESTER,NY,14609.0,930719.45,91752.53,1022471.98,863575.0,0.0,0.0,1886046.98,3750.54,0.0,0.0,0.0,6570.53,0,0,0.0,1827526.79,0.0,0.0,0.0,0.0,0.0,0.0,4605.84,0.0,5000.0,9605.84,0.0,1876441.14,1820956.26,0.0,0.0,03/31/2018
297,RACHEL BARNHART,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,19.77,No,Dem,H,NY,25.0,DEM,OPEN,34613.05,24686.73,9926.32,0.0,09/30/2018,26 NETHERTON RD,,ROCHESTER,NY,14609.0,25753.48,7753.0,33506.48,1000.0,0.0,5.0,34511.48,101.57,0.0,0.0,0.0,0.0,0,0,0.0,22146.73,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,34511.48,22146.73,0.0,0.0,04/01/2018
298,ROBIN WILT,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,17.35,No,Dem,H,NY,25.0,DEM,OPEN,76689.84,76304.53,385.31,10000.0,12/31/2018,2695 EAST AVENUE,,ROCHESTER,NY,14610.0,15339.26,17360.2,32699.46,0.0,0.0,33990.38,66689.84,0.0,10000.0,0.0,10000.0,0.0,0,0,0.0,76304.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66689.84,76304.53,0.0,0.0,01/01/2018
299,AFTAB PUREVAL,OH,U.S. House Ohio District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,100.0,Yes,Dem,H,OH,1.0,DEM,CHALLENGER,4144106.29,4140079.89,4026.4,2496.0,12/31/2018,PO BOX 713,,CINCINNATI,OH,45201.0,2622134.14,857961.24,3480095.38,411861.56,5000.0,2700.0,3899656.94,176797.36,0.0,0.0,0.0,40808.74,0,0,26843.25,3844794.87,0.0,0.0,0.0,0.0,0.0,0.0,33808.57,0.0,0.0,33808.57,261476.45,3865848.37,3803986.13,0.0,0.0,01/01/2018
300,MICHAEL MILISITS,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,7.4000001,No,Dem,H,OH,10.0,DEM,CHALLENGER,9252.79,8186.65,50.74,0.0,06/20/2018,4322 STRATHAVEN DR,,DAYTON,OH,45424.0,2475.0,2284.9,4759.9,4070.0,0.0,322.89,9152.79,0.0,0.0,100.0,100.0,0.0,0,0,0.0,8086.65,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9152.79,8086.65,0.0,0.0,03/30/2017
301,ROBERT KLEPINGER,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,25.6,No,Dem,H,OH,10.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,2483 DIVISION AVENUE ,,DAYTON,OH,45414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
302,THERESA GASPER,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,67.019997,Yes,Dem,H,OH,10.0,DEM,CHALLENGER,1209688.24,1193083.52,16604.72,140000.0,12/31/2018,PO BOX 340428,,BEAVERCREEK,OH,45434.0,656758.32,338523.69,995282.01,73900.0,0.0,0.0,1069182.01,0.0,140000.0,0.0,140000.0,506.23,0,0,0.0,1175450.76,0.0,0.0,0.0,0.0,0.0,0.0,2132.76,0.0,0.0,2132.76,15500.0,1067049.25,1174944.53,0.0,0.0,01/01/2018
303,ED ALBERTSON,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,7.8600001,No,Dem,H,OH,12.0,DEM,CHALLENGER,27509.82,31997.23,2085.44,0.0,12/31/2018,7700 BALLOU ROAD,,HEATH,OH,43056.0,14178.19,10889.68,25067.87,0.0,0.0,2425.95,27493.82,0.0,0.0,0.0,0.0,0.0,0,0,16.0,29997.23,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.82,29997.23,6572.85,0.0,01/01/2017
304,ED ALBERTSON,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,8.0799999,No,Dem,H,OH,12.0,DEM,CHALLENGER,27509.82,31997.23,2085.44,0.0,12/31/2018,7700 BALLOU ROAD,,HEATH,OH,43056.0,14178.19,10889.68,25067.87,0.0,0.0,2425.95,27493.82,0.0,0.0,0.0,0.0,0.0,0,0,16.0,29997.23,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.82,29997.23,6572.85,0.0,01/01/2017
305,JACKIE PATTON,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,14.02,No,Dem,H,OH,12.0,DEM,CHALLENGER,33439.54,33364.61,74.93,7998.23,12/31/2018,545 E TOWN ST,,COLUMBUS,OH,43215.0,25548.17,7310.0,32858.17,0.0,0.0,581.37,33439.54,0.0,0.0,0.0,0.0,0.0,0,0,0.0,33264.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33439.54,33264.61,0.0,0.0,11/08/2016
306,JACKIE PATTON,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,13.58,No,Dem,H,OH,12.0,DEM,CHALLENGER,33439.54,33364.61,74.93,7998.23,12/31/2018,545 E TOWN ST,,COLUMBUS,OH,43215.0,25548.17,7310.0,32858.17,0.0,0.0,581.37,33439.54,0.0,0.0,0.0,0.0,0.0,0,0,0.0,33264.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33439.54,33264.61,0.0,0.0,11/08/2016
307,JOHN PETERS,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.49,No,Dem,H,OH,12.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,152 BACHMAN AVE,,NEWARD,OH,43055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
308,JOHN RUSSELL,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,16.700001,No,Dem,H,OH,12.0,DEM,OPEN,140127.85,138941.57,1186.28,0.0,12/31/2018,PO BOX 952,,SUNBURY,OH,43074.0,79351.87,39025.98,118377.85,0.0,0.0,21750.0,140127.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,127191.57,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,0.0,0.0,11750.0,0.0,128377.85,127191.57,0.0,0.0,10/01/2017
309,JOHN RUSSELL,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,16.27,No,Dem,H,OH,12.0,DEM,OPEN,140127.85,138941.57,1186.28,0.0,12/31/2018,PO BOX 952,,SUNBURY,OH,43074.0,79351.87,39025.98,118377.85,0.0,0.0,21750.0,140127.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,127191.57,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,0.0,0.0,11750.0,0.0,128377.85,127191.57,0.0,0.0,10/01/2017
310,ZACH SCOTT,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,16.1,No,Dem,H,OH,12.0,DEM,CHALLENGER,58967.62,56654.17,313.0,22059.29,11/06/2018,PO BOX 133,,DELAWARE,OH,43015.0,48700.0,7167.62,55867.62,3100.0,0.0,0.0,58967.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0,56654.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58967.62,56654.17,0.0,0.0,10/01/2017
311,ZACH SCOTT,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,16.76,No,Dem,H,OH,12.0,DEM,CHALLENGER,58967.62,56654.17,313.0,22059.29,11/06/2018,PO BOX 133,,DELAWARE,OH,43015.0,48700.0,7167.62,55867.62,3100.0,0.0,0.0,58967.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0,56654.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58967.62,56654.17,0.0,0.0,10/01/2017
312,RICK NEAL,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,On the Ballot,63.540001,Yes,Dem,H,OH,15.0,DEM,CHALLENGER,1328023.44,1326595.37,1428.07,275000.0,12/31/2018,982 JAEGER STREET,,COLUMBUS,OH,43206.0,729561.91,204950.17,934512.08,72620.53,200.0,29140.83,1036473.44,4700.0,275000.0,0.0,275000.0,11850.0,0,0,0.0,1316919.08,0.0,0.0,0.0,0.0,0.0,0.0,8176.29,0.0,0.0,8176.29,1500.0,1028297.15,1305069.08,0.0,0.0,07/01/2017
313,ROB JARVIS,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Lost,None,None,36.459999,No,Dem,H,OH,15.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,17561 SYLVANIA AVENUE ,,NELSONVILLE,OH,45764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
314,AARON GODFREY,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,7.9099998,No,Dem,H,OH,16.0,DEM,OPEN,9804.2,9192.67,611.53,27.79,12/31/2018,5620 GREAT NORTHERN BLVD,G1,NORTH OLMSTED,OH,44070.0,490.0,8813.56,9303.56,500.0,0.0,0.0,9803.56,0.0,0.0,0.0,0.0,0.0,0,0,0.64,8844.26,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,332.41,9787.56,8844.26,0.0,0.0,04/01/2017
315,JOHN WILSON,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,4.48,No,Dem,H,OH,16.0,DEM,OPEN,0.0,0.0,0.0,0.0,,',,',OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
316,MARK DENT,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,9.3800001,No,Dem,H,OH,16.0,DEM,OPEN,0.0,0.0,0.0,0.0,,247 CLARK STREET,,BEREA,OH,44017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
317,TJ MULLOY,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,15.54,No,Dem,H,OH,16.0,DEM,OPEN,33171.3,33171.3,0.0,0.0,07/01/2018,PO BOX 26083,,FAIRVIEW PARK,OH,44126.0,6090.44,9800.86,15891.3,8280.0,0.0,0.0,24171.3,0.0,9000.0,0.0,9000.0,0.0,0,0,0.0,32220.14,0.0,0.0,0.0,951.16,0.0,951.16,0.0,0.0,0.0,0.0,0.0,24171.3,32220.14,0.0,0.0,12/01/2017
318,JANET EVERHARD,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,34.400002,No,Dem,H,OH,2.0,DEM,CHALLENGER,57777.75,54766.6,3061.15,0.0,09/30/2018,1501 INDIAN RIDGE TRAIL,,NEW RICHMOND,OH,45157.0,14782.0,14423.37,29205.37,500.0,0.0,28072.38,57777.75,0.0,0.0,0.0,0.0,0.0,0,0,0.0,54766.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57777.75,54766.6,50.0,0.0,01/01/2017
319,JILL SCHILLER,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,54.200001,Yes,Dem,H,OH,2.0,DEM,CHALLENGER,606159.38,585262.38,20897.0,25000.0,12/31/2018,2815 LOWER GRANDIN ROAD,,CINCINNATI,OH,45208.0,411088.0,119980.37,531068.37,33700.0,0.0,1238.68,566007.05,14067.96,25000.0,0.0,25000.0,84.37,0,0,1000.0,585135.1,0.0,0.0,0.0,0.0,0.0,0.0,127.28,0.0,0.0,127.28,0.0,565879.77,585050.73,0.0,0.0,12/05/2017
320,WILLIAM SMITH,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,11.4,No,Dem,H,OH,2.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,24721 STATE ROUTE 772,,WAVERLY,OH,45690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321,SHAWNA ROBERTS,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,74.5,Yes,Dem,H,OH,6.0,DEM,CHALLENGER,23027.73,28070.47,4644.5,0.0,12/31/2018,60425 KEMP ROAD,,BELMONT,OH,43718.0,11107.76,9273.79,20381.55,300.0,1050.0,0.0,21731.55,601.18,0.0,0.0,0.0,695.0,0,0,0.0,27439.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.65,21731.55,26744.82,0.0,0.0,01/01/2018
322,WERNER LANGE,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,None,25.5,No,Dem,H,OH,6.0,DEM,CHALLENGER,797.0,755.0,191.0,0.0,05/19/2018,510 SUPERIOR,,NEWTON FALLS,OH,44444.0,97.0,0.0,0.0,0.0,0.0,700.0,797.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,755.0,149.0,0.0,04/10/2018
323,PATRICK PIKUS,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,None,19.799999,No,Dem,H,OH,7.0,DEM,CHALLENGER,5525.0,4529.38,995.62,0.0,12/31/2018,5716 KINGS GATE CIRCLE NE,,CANTON,OH,44721.0,4500.0,1025.0,5525.0,0.0,0.0,0.0,5525.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4529.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.0,4529.38,0.0,0.0,01/01/2018
324,BILL EBBEN,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,12.18,No,Dem,H,OH,8.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,6434 OREGON PASS,,WEST CHESTER,OH,45069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
325,MATTHEW GUYETTE,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,13.63,No,Dem,H,OH,8.0,DEM,CHALLENGER,3075.0,3075.0,,0.0,09/30/2018,614 N BROADWAY,,GREENVILLE,OH,45331.0,1175.0,151.0,550.0,0.0,200.0,1549.0,3075.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,3075.0,0.0,0.0,01/01/2018
326,AMANDA DOUGLAS,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,32.41,,Dem,H,OK,1.0,DEM,OPEN,11474.83,11234.11,240.72,0.0,12/31/2018,P.O. BOX 3466,,BROKEN ARROW,OK,74013.0,3870.0,7473.97,11343.97,0.0,0.0,130.58,11474.55,0.0,0.0,0.0,0.0,0.28,0,0,0.0,11234.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11474.55,11233.83,0.0,0.0,01/01/2018
327,GWENDOLYN FIELDS,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,19.620001,,Dem,H,OK,1.0,DEM,OPEN,0.0,0.0,0.0,0.0,,200 N HARVEY AVE,APT 208,OKLAHOMA CITY,OK,73102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
328,MARK KEETER,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,8.46,,Dem,H,OK,1.0,DEM,OPEN,0.0,0.0,0.0,0.0,,1315 N 151 E AVE,,TULSA,OK,74116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
329,TIM GILPIN,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,34.48,,Dem,H,OK,1.0,DEM,OPEN,402482.15,398492.47,3989.68,13000.0,12/31/2018,2524 E 19TH ST,,TULSA,OK,74104.0,287045.86,81643.82,368689.68,9305.77,0.0,0.0,377995.45,0.0,0.0,22500.0,22500.0,1986.7,0,0,0.0,388992.47,0.0,0.0,0.0,0.0,9500.0,9500.0,0.0,0.0,0.0,0.0,0.0,377995.45,387005.77,0.0,0.0,01/01/2018
330,ELIJAH MCINTOSH,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,19.02,,Dem,H,OK,2.0,DEM,CHALLENGER,33815.72,33790.58,25.14,15525.85,12/31/2018,12885 W MOSSY OAK LN,,TAHLEQUAH,OK,74464.0,22750.0,4060.72,26810.72,0.0,100.0,0.0,26910.72,0.0,6905.0,0.0,6905.0,0.0,0,0,0.0,33790.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26910.72,33790.58,0.0,0.0,01/01/2018
331,JASON NICHOLS,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,37.880001,,Dem,H,OK,2.0,DEM,CHALLENGER,138025.78,128789.04,10236.74,0.0,12/31/2018,PO BOX 597,,TAHLEQUAH,OK,74464.0,84259.11,36536.33,120795.44,4350.0,8435.0,3175.57,136756.01,0.0,0.0,0.0,0.0,1269.77,0,0,0.0,128789.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136756.01,127519.27,1000.0,0.0,10/01/2017
332,FRANKIE ROBBINS,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,64.839996,Yes,Dem,H,OK,3.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,118 FIR DR,,MEDFORD,OK,73759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
333,MURRAY THIBODEAUX,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,None,35.16,No,Dem,H,OK,3.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,6249 N 66TH WEST AVE,,TULSA,OK,74126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
334,FRED GIPSON,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,30.360001,,Dem,H,OK,4.0,DEM,CHALLENGER,46462.36,46714.0,-151.64,0.0,08/08/2018,3317 COTSWOLD COMMONS,,NORMAN,OK,73072.0,38598.91,3115.0,41713.91,0.0,0.0,649.5,42363.41,0.0,0.0,0.0,0.0,4098.95,0,0,0.0,46714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42363.41,42615.05,100.0,0.0,04/04/2018
335,MALLORY VARNER,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,18.610001,,Dem,H,OK,4.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,1107 N REDBUD DR,,MIDWEST CITY,OK,73110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
